Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
1,4096,22.532902479171753,-1.9109891252592206,0.18749389,0.3920194,767.975,0.0
2,8192,22.271137237548828,0.5000967186875641,0.15047607,0.36981612,616.35,0.0
3,12288,21.823664903640747,0.3473114438354969,0.13223267,0.3394848,541.625,0.0
4,16384,22.255739212036133,0.4041887161321938,0.18043824,0.3986816,739.075,0.0
5,20480,22.045360326766968,0.5776475042104721,0.20629883,0.41764733,845.0,0.0
6,24576,21.549272537231445,0.9423438113182783,0.23187867,0.5030478,949.775,0.0
7,28672,20.300572156906128,0.5123246498405933,0.24906617,0.4830977,1020.17505,0.0
8,32768,20.536681175231934,0.7690305287018419,0.29080504,0.46964273,1191.1375,0.04296875
9,36864,20.08546543121338,1.0651476711034775,0.3204468,0.45951217,1312.55,0.0
10,40960,20.16222095489502,1.1508651334792375,0.30477905,0.51702684,1248.375,0.0
11,45056,19.640536546707153,1.0369395334273577,0.26185304,0.47987378,1072.55,0.0
12,49152,20.422945737838745,0.7971713542938232,0.28267822,0.54905194,1157.85,0.0
13,53248,20.273197412490845,0.8927884250879288,0.29557496,0.5261675,1210.675,0.0
14,57344,20.46553373336792,0.6816273875534534,0.33314818,0.52590925,1364.575,0.0
15,61440,21.14179825782776,1.2680937189608812,0.32996824,0.49469328,1351.5499,0.0
16,65536,20.597690105438232,0.9370012208819389,0.31829223,0.50587916,1303.725,0.0
17,69632,21.894484043121338,0.7957003258168698,0.34432375,0.5410847,1410.3501,0.0
18,73728,21.448997974395752,0.6422988086938858,0.3206665,0.53902614,1313.45,0.0
19,77824,21.640320301055908,1.0619631614536047,0.34161377,0.5786203,1399.25,0.0
20,81920,21.90813183784485,0.9872919958084821,0.35429686,0.56295973,1451.2,0.0
21,86016,21.992255926132202,1.252174161374569,0.30566406,0.5781378,1252.0,0.0
22,90112,21.900110960006714,0.9876875346526504,0.37039796,0.57940835,1517.15,0.0
23,94208,22.22875213623047,1.2459604740142822,0.33735353,0.57377535,1381.8,0.0
