Loops,Steps,Time,AvgLoss,MeanReward,StdReward,TotalReward,Flags
404,1654784,19.982309,0.5912,0.5289,0.5105,2166.56,8.25
405,1658880,19.943840,1.0145,0.4663,0.5745,1909.95,2.75
406,1662976,19.752802,0.5787,0.5485,0.5194,2246.69,9.25
407,1667072,20.532361,0.4614,0.4547,0.5278,1862.46,7.125
408,1671168,20.094017,0.7067,0.5495,0.5402,2250.84,5.5
409,1675264,19.534462,0.6883,0.4144,0.5250,1697.40,10.75
410,1679360,21.295306,1.0246,0.5341,0.5534,2187.77,2.75
411,1683456,21.452234,0.8248,0.5073,0.5332,2078.06,4.125
412,1687552,19.943944,0.4489,0.4962,0.5397,2032.57,6.5
413,1691648,19.484283,0.5271,0.5122,0.5211,2097.86,5.375
414,1695744,20.329527,0.7404,0.4996,0.5203,2046.36,5.25
415,1699840,20.104713,0.2198,0.4061,0.5305,1663.42,8.125
416,1703936,20.891834,0.8664,0.5241,0.5288,2146.84,2.75
417,1708032,21.166464,0.7484,0.4489,0.5152,1838.86,5.375
418,1712128,21.692243,0.6810,0.5164,0.5218,2115.09,5.25
419,1716224,21.527124,0.7107,0.5958,0.5444,2440.27,2.75
420,1720320,20.378758,0.2708,0.4362,0.5080,1786.48,11.0
421,1724416,19.043643,0.9545,0.5214,0.5443,2135.80,5.5
422,1728512,19.501806,0.5110,0.4619,0.5090,1891.88,10.875
423,1732608,19.819820,0.4785,0.4193,0.5427,1717.40,5.5
424,1736704,19.804806,0.6067,0.5409,0.5509,2215.35,2.75
425,1740800,19.946741,0.3705,0.4500,0.5167,1843.10,10.875
426,1744896,20.045720,0.6369,0.5278,0.5505,2161.71,2.75
427,1748992,20.492369,0.5230,0.5305,0.5317,2172.85,11.0
428,1753088,20.082972,0.6652,0.4808,0.5189,1969.26,8.125
429,1757184,19.690669,0.9115,0.4688,0.5704,1920.16,2.75
430,1761280,19.696525,0.5087,0.5696,0.5369,2333.21,4.875
431,1765376,20.198632,0.6703,0.5902,0.5348,2417.57,0.625
432,1769472,19.961954,0.3399,0.4820,0.5379,1974.25,10.75
433,1773568,19.901964,0.7407,0.5792,0.5652,2372.56,2.625
434,1777664,20.233094,0.7225,0.5558,0.5441,2276.64,2.75
435,1781760,20.636239,1.0537,0.5008,0.5552,2051.15,5.5
436,1785856,20.209479,0.7479,0.5639,0.5480,2309.55,2.75
437,1789952,19.822747,0.4282,0.5098,0.5172,2088.31,11.0
438,1794048,19.655198,0.4784,0.4924,0.5599,2016.88,2.75
439,1798144,19.793104,0.6453,0.5652,0.5322,2315.15,5.5
440,1802240,19.563909,0.7980,0.5137,0.5345,2103.94,8.125
441,1806336,19.674768,0.5743,0.4375,0.5159,1792.18,8.125
442,1810432,19.909770,0.3798,0.5383,0.5377,2204.82,5.25
443,1814528,19.894779,0.9197,0.5507,0.5842,2255.47,0.0
444,1818624,21.234314,0.8609,0.5809,0.5370,2379.54,5.5
445,1822720,20.778133,0.7495,0.4938,0.5160,2022.46,5.5
446,1826816,19.916131,0.5906,0.5811,0.5098,2380.09,9.875
447,1830912,19.947957,0.1664,0.3148,0.4570,1289.46,11.625
448,1835008,19.941215,0.9092,0.5513,0.5635,2258.09,0.0
449,1839104,20.674437,0.6693,0.5535,0.5341,2266.95,5.5
450,1843200,21.147352,0.7616,0.4881,0.5567,1999.08,2.625
451,1847296,21.721656,0.4741,0.5231,0.5273,2142.52,5.5
452,1851392,21.747455,0.6041,0.5869,0.5659,2403.93,0.0
453,1855488,21.901921,0.6793,0.4855,0.5223,1988.50,8.125
454,1859584,22.023037,0.2129,0.4015,0.5088,1644.74,6.0
455,1863680,22.148261,0.5372,0.4686,0.5393,1919.26,2.25
456,1867776,21.751009,0.8624,0.4720,0.5494,1933.22,0.0
457,1871872,21.734451,0.4725,0.3200,0.4769,1310.77,11.0
458,1875968,22.023056,0.3290,0.5633,0.5297,2307.10,5.5
459,1880064,21.986781,0.3104,0.4201,0.4896,1720.64,13.625
460,1884160,21.401517,0.8186,0.4340,0.5284,1777.72,5.5
461,1888256,21.813135,0.7069,0.4959,0.5374,2031.34,5.5
462,1892352,22.002791,0.7355,0.5640,0.5903,2310.08,0.0
463,1896448,21.872725,0.9752,0.6150,0.5243,2519.20,8.125
464,1900544,21.672063,0.4094,0.4365,0.5121,1787.94,5.5
465,1904640,21.774984,0.7201,0.3558,0.4911,1457.30,11.0
466,1908736,21.536992,0.6389,0.4653,0.5260,1905.72,8.125
467,1912832,21.124885,0.6291,0.3003,0.4725,1230.16,8.0
468,1916928,21.375253,0.4595,0.4776,0.5189,1956.30,5.375
469,1921024,21.607033,0.6696,0.4325,0.5375,1771.36,8.125
470,1925120,22.237166,0.8167,0.5047,0.5347,2067.45,8.25
471,1929216,22.141247,0.6484,0.5520,0.5508,2261.14,2.75
472,1933312,21.637812,0.4573,0.3818,0.4783,1563.69,13.75
473,1937408,21.713547,0.9137,0.5357,0.5328,2194.24,2.75
474,1941504,22.056452,0.3559,0.3839,0.4561,1572.30,16.375
475,1945600,21.815036,0.6720,0.4453,0.5340,1824.11,2.625
476,1949696,21.924700,0.4923,0.5443,0.5211,2229.35,13.5
477,1953792,21.833346,0.5165,0.4669,0.5473,1912.24,0.0
478,1957888,21.806447,0.7327,0.5283,0.5429,2163.99,2.75
479,1961984,22.105140,0.5406,0.4978,0.5247,2038.84,8.25
480,1966080,21.738373,0.5708,0.4153,0.5199,1701.21,8.125
481,1970176,21.638117,0.5147,0.5460,0.5290,2236.27,5.5
482,1974272,22.002745,0.5205,0.4215,0.5068,1726.55,8.25
483,1978368,21.787782,0.4464,0.4252,0.5262,1741.55,5.5
484,1982464,21.975924,0.2758,0.3615,0.4869,1480.62,13.5
485,1986560,21.559900,0.2536,0.4900,0.5295,2006.84,2.625
486,1990656,21.988379,0.4651,0.4119,0.4820,1687.00,16.375
487,1994752,21.939844,0.8555,0.3908,0.5444,1600.68,0.0
488,1998848,21.735658,0.5253,0.4459,0.5359,1826.31,5.5
489,2002944,21.887951,0.8540,0.4702,0.5493,1925.96,2.625
490,2007040,21.712759,0.4423,0.4646,0.5239,1903.12,10.875
491,2011136,21.672902,1.0379,0.4380,0.5329,1794.22,5.5
492,2015232,21.960881,0.7270,0.5337,0.5706,2185.94,0.0
493,2019328,21.836033,0.9797,0.4909,0.5290,2010.89,7.25
494,2023424,21.711200,0.7873,0.4561,0.5452,1868.29,6.25
495,2027520,21.653381,0.9758,0.5743,0.5570,2352.35,2.75
496,2031616,21.506422,1.0706,0.4536,0.5685,1857.94,2.75
497,2035712,21.763607,0.4484,0.5689,0.5377,2330.14,2.875
498,2039808,21.905676,0.5750,0.4870,0.5229,1994.72,10.625
499,2043904,21.410228,0.9148,0.3702,0.5077,1516.43,8.125
500,2048000,21.718210,0.6397,0.5395,0.5376,2209.79,2.625
501,2052096,21.893365,0.8247,0.4985,0.5588,2041.95,2.75
502,2056192,21.997958,0.6606,0.5137,0.5382,2103.94,8.125
503,2060288,22.065091,0.7478,0.5174,0.5315,2119.09,0.0
504,2064384,21.875601,0.3730,0.4143,0.4908,1696.98,13.625
505,2068480,21.953375,0.3251,0.4813,0.5178,1971.30,11.0
506,2072576,22.028357,0.7962,0.4549,0.5460,1863.45,2.75
507,2076672,21.732709,0.9371,0.4232,0.4891,1733.40,13.75
508,2080768,21.985740,0.4148,0.4297,0.5189,1759.94,8.25
509,2084864,21.961668,0.7887,0.4740,0.5168,1941.62,9.5
510,2088960,21.712105,0.3394,0.3996,0.5182,1636.89,4.0
511,2093056,22.126564,0.4910,0.5337,0.5378,2185.90,8.25
512,2097152,21.939114,0.9213,0.5051,0.5451,2068.81,5.375
513,2101248,21.706506,0.6971,0.4514,0.5255,1848.82,9.125
514,2105344,21.163451,0.2339,0.4253,0.4955,1741.91,9.875
515,2109440,21.519598,0.3288,0.4213,0.5180,1725.84,2.75
516,2113536,21.659727,0.3355,0.2849,0.4713,1166.80,8.125
517,2117632,21.746230,0.4222,0.2966,0.4780,1214.98,2.625
518,2121728,21.763313,0.5369,0.2840,0.4641,1163.26,8.25
519,2125824,21.539748,0.7864,0.4022,0.5261,1647.29,2.75
520,2129920,22.028902,0.7595,0.4973,0.5476,2036.82,5.375
521,2134016,21.959601,0.6965,0.4523,0.5464,1852.44,5.5
522,2138112,22.038334,0.6525,0.3708,0.5242,1518.72,5.375
523,2142208,21.960052,0.6843,0.2748,0.4849,1125.59,2.625
524,2146304,21.903526,0.5425,0.5112,0.5573,2093.98,2.75
525,2150400,21.817332,1.1500,0.4147,0.5433,1698.70,2.0
526,2154496,21.746896,0.3119,0.4699,0.5466,1924.52,6.25
527,2158592,21.963617,1.0872,0.5290,0.5497,2166.88,3.0
528,2162688,22.118603,0.5527,0.4916,0.5556,2013.44,2.5
529,2166784,21.961478,0.5229,0.5081,0.5191,2081.30,5.5
530,2170880,21.914955,0.3339,0.3921,0.5271,1606.19,2.75
531,2174976,21.685546,0.7221,0.4657,0.5390,1907.66,2.625
532,2179072,21.724662,0.5621,0.4353,0.5340,1783.00,2.625
533,2183168,21.858700,0.8574,0.4204,0.5295,1721.85,5.5
534,2187264,21.768397,0.5459,0.4451,0.5362,1822.97,2.75
535,2191360,22.311282,0.5761,0.4263,0.5226,1746.21,5.375
536,2195456,21.818281,0.8395,0.4516,0.5309,1849.68,8.25
537,2199552,22.155763,0.5589,0.4413,0.5455,1807.44,5.5
538,2203648,21.889276,0.7056,0.5451,0.5424,2232.88,2.75
539,2207744,21.729109,1.0012,0.4384,0.5329,1795.78,5.25
540,2211840,21.761595,0.3594,0.5581,0.5263,2285.84,5.375
541,2215936,21.752223,0.4889,0.4760,0.5341,1949.50,3.25
542,2220032,21.977213,0.3437,0.3130,0.4267,1282.11,15.875
543,2224128,21.876264,0.6661,0.4860,0.5690,1990.56,5.5
544,2228224,21.809449,0.5004,0.4998,0.4846,2047.36,13.5
545,2232320,21.845509,0.3616,0.5317,0.5408,2177.90,2.75
546,2236416,21.671616,0.7582,0.3953,0.4999,1619.08,10.875
547,2240512,22.089891,0.5440,0.5345,0.5467,2189.30,2.75
548,2244608,21.742974,0.7095,0.4307,0.5338,1764.11,10.875
549,2248704,21.858001,0.6704,0.5482,0.5398,2245.27,10.875
550,2252800,21.706421,0.6031,0.4548,0.5266,1863.06,5.375
551,2256896,21.990742,0.2777,0.4985,0.5391,2041.98,5.375
552,2260992,22.157811,0.6598,0.4737,0.5234,1940.09,10.875
553,2265088,22.011332,0.6164,0.5074,0.5530,2078.19,2.75
554,2269184,21.830906,0.9350,0.5522,0.5496,2261.77,5.375
555,2273280,22.017620,0.4334,0.4993,0.5256,2044.97,5.5
556,2277376,22.092885,0.5754,0.4660,0.5177,1908.58,5.375
557,2281472,21.659029,0.5895,0.4114,0.5216,1685.11,10.75
558,2285568,21.960118,0.5942,0.6068,0.4973,2485.45,10.5
559,2289664,21.837656,0.3891,0.4231,0.5197,1733.10,5.5
560,2293760,22.026758,0.4387,0.5259,0.4995,2153.89,8.25
561,2297856,21.694287,0.2503,0.5246,0.5152,2148.59,5.5
562,2301952,21.631113,0.7328,0.3498,0.5087,1432.76,10.75
563,2306048,22.000733,0.8047,0.5420,0.5109,2220.11,5.5
564,2310144,22.018199,0.5001,0.5499,0.5640,2252.34,5.375
565,2314240,21.948684,0.7131,0.3959,0.5274,1621.44,8.0
566,2318336,21.665019,0.5063,0.4117,0.4862,1686.51,5.5
567,2322432,21.932490,0.3866,0.4340,0.4958,1777.81,10.75
568,2326528,21.954954,0.6726,0.4546,0.5168,1862.19,7.125
569,2330624,22.031992,0.4237,0.4203,0.4877,1721.45,12.0
570,2334720,21.949132,0.5198,0.4461,0.5317,1827.26,8.0
571,2338816,22.090760,0.8414,0.5181,0.5543,2122.09,2.625
572,2342912,21.844585,0.5542,0.5005,0.4995,2050.05,12.75
573,2347008,21.449754,0.3757,0.3740,0.4936,1531.99,11.625
574,2351104,21.597812,0.9482,0.5408,0.5656,2215.05,0.0
575,2355200,21.909715,0.6663,0.5083,0.5422,2081.81,8.125
576,2359296,22.025435,0.6061,0.6037,0.5372,2472.73,5.375
577,2363392,21.890613,0.4631,0.4389,0.5043,1797.85,10.875
578,2367488,22.041461,0.6199,0.4003,0.5169,1639.49,8.125
579,2371584,22.494211,0.4367,0.4594,0.5306,1881.89,5.375
580,2375680,21.666880,0.6394,0.4875,0.5287,1996.99,8.125
581,2379776,21.651795,0.5908,0.5055,0.5381,2070.49,5.375
582,2383872,21.695436,1.0823,0.5749,0.5551,2354.88,0.0
583,2387968,21.469743,0.3709,0.4330,0.5124,1773.44,13.625
584,2392064,21.934201,0.4540,0.4546,0.5572,1862.02,2.625
585,2396160,22.043481,0.7372,0.4860,0.5122,1990.62,5.5
586,2400256,21.944436,0.6988,0.4487,0.5485,1837.94,5.5
587,2404352,21.863455,0.9448,0.4991,0.5987,2044.39,0.0
588,2408448,22.145603,0.5013,0.6035,0.4809,2471.77,2.75
589,2412544,21.532955,0.6489,0.3552,0.5138,1455.06,13.625
590,2416640,21.613147,0.7005,0.4757,0.5533,1948.43,5.375
591,2420736,21.837256,0.5827,0.4941,0.5328,2023.76,8.25
592,2424832,21.703687,0.6218,0.5023,0.5355,2057.24,7.5
593,2428928,21.860255,0.4783,0.4853,0.5262,1987.91,11.625
594,2433024,21.912126,0.6468,0.3983,0.5117,1631.50,7.5
595,2437120,21.588048,0.5762,0.5281,0.4999,2163.15,5.75
596,2441216,21.881232,1.0850,0.4780,0.5365,1957.97,2.75
597,2445312,21.930882,0.6630,0.5186,0.5296,2124.01,8.0
598,2449408,21.987162,0.5373,0.5047,0.5306,2067.43,8.125
599,2453504,21.769049,0.4653,0.4236,0.5013,1734.90,11.0
600,2457600,21.918922,0.8594,0.4721,0.5420,1933.81,2.625
601,2461696,22.094048,0.7037,0.5810,0.5549,2379.61,2.75
602,2465792,21.854875,0.7777,0.5301,0.5269,2171.26,5.375
603,2469888,21.772369,0.8832,0.5510,0.5554,2257.10,2.625
604,2473984,21.513503,0.5361,0.5426,0.5505,2222.50,5.375
605,2478080,21.991344,0.3387,0.4691,0.5070,1921.30,10.875
606,2482176,22.141826,0.7620,0.4103,0.5088,1680.49,8.25
607,2486272,21.606373,0.7813,0.5922,0.5465,2425.61,5.5
608,2490368,21.863265,0.4621,0.4389,0.5098,1797.79,5.5
609,2494464,21.835192,0.7437,0.4168,0.5132,1707.41,2.75
610,2498560,22.080377,0.3945,0.4434,0.5158,1816.02,8.25
611,2502656,22.026915,0.7039,0.3528,0.5069,1445.06,10.875
612,2506752,21.912608,0.5847,0.6622,0.5245,2712.48,0.0
613,2510848,21.710056,0.6695,0.4844,0.5291,1984.20,8.125
614,2514944,22.182411,0.8899,0.5098,0.5270,2088.06,8.125
615,2519040,21.890030,0.4510,0.4848,0.5393,1985.68,2.625
616,2523136,21.370205,0.6034,0.4149,0.5287,1699.55,8.25
617,2527232,21.696157,0.7283,0.4211,0.5330,1724.79,5.5
618,2531328,21.804870,0.5884,0.4462,0.5152,1827.80,2.625
619,2535424,21.978366,0.6290,0.5241,0.5205,2146.55,8.0
620,2539520,22.168935,0.7175,0.5001,0.5211,2048.44,8.125
621,2543616,21.708815,0.4775,0.4554,0.5216,1865.30,8.25
622,2547712,22.003437,0.7444,0.4425,0.5561,1812.35,5.5
623,2551808,21.748053,0.5307,0.4561,0.5112,1868.22,11.0
624,2555904,22.019481,0.5472,0.5081,0.5569,2081.23,5.25
625,2560000,21.660719,0.7919,0.4983,0.5500,2040.94,8.125
626,2564096,21.964232,0.6453,0.5400,0.5653,2211.86,2.75
627,2568192,21.737446,0.5510,0.5059,0.5335,2072.31,8.0
628,2572288,21.716487,0.5875,0.5517,0.5528,2259.67,2.625
629,2576384,21.669133,0.3332,0.4404,0.4836,1803.81,16.0
630,2580480,21.184832,0.5298,0.4767,0.5317,1952.36,5.875
631,2584576,22.080299,0.6864,0.6718,0.5219,2751.71,5.5
632,2588672,21.775411,0.5754,0.3441,0.4740,1409.43,10.75
633,2592768,21.584411,0.8664,0.4964,0.5434,2033.31,2.75
634,2596864,21.918598,0.5767,0.4593,0.5467,1881.35,2.75
635,2600960,21.646803,0.5223,0.5033,0.5490,2061.59,2.75
636,2605056,21.698706,0.4837,0.4991,0.5388,2044.49,8.125
637,2609152,21.369958,1.0434,0.4516,0.5532,1849.77,2.625
638,2613248,21.770264,0.8144,0.6150,0.5555,2518.89,2.75
639,2617344,22.101277,0.5747,0.4527,0.5159,1854.25,8.25
640,2621440,22.268031,0.7578,0.4822,0.5394,1975.18,8.125
641,2625536,22.239241,0.5918,0.5324,0.5387,2180.60,7.125
642,2629632,22.263661,0.5979,0.4859,0.5426,1990.38,6.5
643,2633728,22.033639,0.9317,0.6345,0.5319,2598.88,2.625
644,2637824,21.869190,0.1812,0.3822,0.4938,1565.29,13.625
645,2641920,21.848234,0.7536,0.6507,0.5301,2665.41,2.75
646,2646016,21.832170,0.5272,0.4521,0.5120,1851.60,10.875
647,2650112,21.983650,0.6396,0.5016,0.5516,2054.50,8.0
648,2654208,22.395044,0.2533,0.5395,0.5425,2209.91,2.625
649,2658304,21.769835,0.8471,0.4053,0.5413,1660.07,0.0
650,2662400,21.939107,0.5695,0.3254,0.4725,1332.84,5.5
651,2666496,22.127078,0.2934,0.3431,0.4879,1405.14,8.125
652,2670592,22.013589,0.3580,0.3942,0.5206,1614.78,8.125
653,2674688,21.690956,0.5058,0.4215,0.4966,1726.56,10.875
654,2678784,21.826393,1.0566,0.4596,0.5376,1882.60,2.625
655,2682880,21.110730,0.6090,0.5821,0.5429,2384.24,2.75
656,2686976,21.268884,0.3559,0.3987,0.4877,1632.94,13.5
657,2691072,21.728433,0.4295,0.4128,0.5261,1690.76,7.625
658,2695168,21.673104,0.2886,0.2757,0.4457,1129.43,8.5
659,2699264,21.609997,0.3506,0.4191,0.5350,1716.53,0.0
660,2703360,21.374752,0.4205,0.4287,0.4973,1755.89,10.75
661,2707456,21.656532,0.5091,0.4605,0.5624,1886.25,8.0
662,2711552,21.933663,1.0672,0.5823,0.5560,2384.90,0.0
663,2715648,21.849209,0.3723,0.4160,0.4957,1703.80,19.125
664,2719744,21.816478,-0.1794,0.4195,0.5108,1718.32,2.625
665,2723840,21.966098,0.6741,0.5385,0.5541,2205.61,5.5
666,2727936,21.970634,0.5303,0.3767,0.5079,1543.09,8.0
667,2732032,21.893200,0.4697,0.5767,0.5147,2362.24,2.75
668,2736128,21.644670,0.5213,0.3486,0.4963,1428.04,13.5
669,2740224,21.709244,0.5234,0.5380,0.5253,2203.66,13.5
670,2744320,21.884437,0.2548,0.3207,0.5032,1313.46,8.0
671,2748416,22.162389,0.8045,0.6215,0.5358,2545.60,5.625
672,2752512,22.079159,0.4272,0.4464,0.5074,1828.44,10.75
673,2756608,21.986799,0.5470,0.5073,0.5192,2077.77,7.875
674,2760704,21.731340,0.6276,0.4792,0.5209,1963.00,11.25
675,2764800,21.806783,0.3835,0.5281,0.5410,2163.27,5.375
676,2768896,21.602670,0.5248,0.5017,0.4968,2054.95,13.625
677,2772992,21.742095,0.4306,0.3847,0.5438,1575.54,8.125
678,2777088,22.006147,0.7464,0.6782,0.5155,2777.71,2.625
679,2781184,22.039065,0.4189,0.4024,0.5206,1648.31,13.5
680,2785280,22.093331,0.4110,0.5122,0.5470,2097.79,5.5
681,2789376,21.945431,0.4906,0.4872,0.5263,1995.54,13.75
682,2793472,21.641198,0.3638,0.5006,0.5137,2050.65,8.125
683,2797568,21.785592,0.4813,0.4872,0.5283,1995.40,8.125
684,2801664,21.867848,0.8822,0.5739,0.5596,2350.73,2.625
685,2805760,22.095692,0.4140,0.5190,0.5443,2125.80,8.125
686,2809856,22.002658,0.6354,0.5588,0.5528,2288.75,5.5
687,2813952,21.898014,0.4104,0.5054,0.5374,2070.14,10.875
688,2818048,22.155237,0.4858,0.4890,0.5376,2002.95,5.5
689,2822144,21.931343,0.8185,0.5043,0.5087,2065.60,13.625
690,2826240,21.829269,0.7754,0.4445,0.5182,1820.58,8.125
691,2830336,21.954890,0.7114,0.4756,0.5528,1948.09,10.875
692,2834432,21.650527,0.8218,0.4950,0.5532,2027.34,2.75
693,2838528,21.862444,0.4825,0.4270,0.5102,1749.15,13.75
694,2842624,21.977590,0.5478,0.4727,0.5277,1936.35,8.0
695,2846720,21.963369,0.8394,0.5516,0.5550,2259.38,5.25
696,2850816,21.955427,0.6385,0.4769,0.5125,1953.57,8.25
697,2854912,21.999527,0.5956,0.4539,0.5356,1859.22,8.25
698,2859008,21.739359,0.4139,0.6435,0.5169,2635.84,5.5
699,2863104,21.750145,0.8578,0.4999,0.5515,2047.75,2.75
700,2867200,21.786493,0.5308,0.4048,0.4954,1658.04,10.75
701,2871296,21.687080,0.5220,0.3915,0.5181,1603.57,11.0
702,2875392,21.069740,0.7623,0.4787,0.5270,1960.59,8.25
703,2879488,21.512413,0.5008,0.4922,0.5361,2015.94,8.25
704,2883584,21.733211,0.8808,0.4686,0.5339,1919.32,8.125
705,2887680,21.810291,0.5947,0.4843,0.5211,1983.68,3.25
706,2891776,21.884299,-0.0505,0.4068,0.4995,1666.06,15.5
707,2895872,21.950896,0.8668,0.5776,0.5296,2365.99,5.5
708,2899968,21.531711,0.4299,0.4323,0.5422,1770.72,10.75
709,2904064,21.216132,0.5925,0.5358,0.5360,2194.79,5.5
710,2908160,22.157830,0.5978,0.4731,0.5094,1937.94,13.625
711,2912256,22.220945,0.4410,0.3919,0.5342,1605.14,8.125
712,2916352,22.054396,0.7555,0.5079,0.5499,2080.30,5.5
713,2920448,22.278696,0.8303,0.4658,0.5233,1908.05,8.25
714,2924544,22.047189,0.3470,0.6412,0.5252,2626.17,8.0
715,2928640,22.147926,0.3826,0.4371,0.5093,1790.55,11.0
716,2932736,21.949576,0.6167,0.4798,0.5291,1965.46,5.5
717,2936832,22.273096,0.6661,0.5504,0.5456,2254.57,5.375
718,2940928,21.918327,0.6938,0.3846,0.4827,1575.41,13.625
719,2945024,22.172767,0.6440,0.5442,0.5273,2228.94,5.5
720,2949120,21.892406,0.7693,0.5087,0.5125,2083.76,10.625
721,2953216,21.948999,0.6621,0.3867,0.4724,1583.93,8.125
722,2957312,21.711247,0.4102,0.4559,0.5504,1867.17,8.25
723,2961408,21.899927,0.6893,0.4865,0.4986,1992.86,11.0
724,2965504,21.746104,0.3584,0.3527,0.4894,1444.80,10.75
725,2969600,21.833551,0.5572,0.3899,0.4889,1597.14,13.25
726,2973696,22.091906,0.4259,0.3799,0.5207,1556.04,5.375
727,2977792,21.912770,0.9165,0.4170,0.5461,1708.09,2.625
728,2981888,22.056995,0.1440,0.5331,0.5159,2183.48,10.75
729,2985984,21.965140,0.5781,0.4569,0.5301,1871.56,5.5
730,2990080,21.421024,0.3806,0.5027,0.5137,2058.88,13.625
731,2994176,21.732831,0.4045,0.4194,0.5168,1717.99,11.0
732,2998272,22.006171,0.5917,0.5567,0.5337,2280.40,5.375
733,3002368,21.847129,0.4621,0.3908,0.4871,1600.53,13.625
734,3006464,21.690804,0.5737,0.4674,0.5460,1914.34,10.875
735,3010560,21.814639,0.5285,0.4663,0.5124,1909.90,5.375
736,3014656,22.006841,0.7758,0.4170,0.5512,1708.18,2.75
737,3018752,21.876480,0.6794,0.5982,0.5304,2450.07,2.75
738,3022848,21.619020,0.0907,0.3148,0.4458,1289.57,11.0
739,3026944,21.957357,0.5099,0.4745,0.5373,1943.35,0.0
740,3031040,21.706243,0.3672,0.3981,0.5067,1630.76,11.0
741,3035136,21.429223,0.3552,0.4419,0.5382,1809.91,5.375
742,3039232,21.752304,0.8130,0.4154,0.5430,1701.41,2.625
743,3043328,21.677328,0.4630,0.4589,0.5436,1879.55,5.375
744,3047424,21.792395,0.5452,0.5793,0.5632,2372.76,2.625
745,3051520,21.572596,0.6591,0.5737,0.5280,2349.99,8.125
746,3055616,21.819909,0.6506,0.5283,0.5171,2164.06,10.875
747,3059712,21.868824,0.4610,0.4687,0.5513,1919.85,2.625
748,3063808,21.867211,0.5758,0.5017,0.5222,2054.81,13.625
749,3067904,21.986339,0.5645,0.5207,0.5378,2132.84,2.875
750,3072000,21.809349,0.2878,0.4583,0.4981,1877.12,13.125
751,3076096,21.442070,0.7716,0.6124,0.5463,2508.22,2.75
752,3080192,21.387426,0.9011,0.5431,0.5402,2224.60,6.25
753,3084288,21.385782,0.4528,0.5241,0.5373,2146.61,7.25
754,3088384,21.586501,0.5915,0.5437,0.5182,2226.84,10.25
755,3092480,21.835584,0.5177,0.4311,0.5060,1765.60,6.0
756,3096576,21.982816,0.3447,0.5736,0.5274,2349.31,9.125
757,3100672,21.914064,0.6306,0.4507,0.5225,1846.06,7.25
758,3104768,22.073934,0.3863,0.4433,0.5136,1815.82,8.0
759,3108864,21.974538,0.4159,0.4714,0.5539,1931.04,2.75
760,3112960,21.540001,0.4919,0.3572,0.4823,1462.91,8.125
761,3117056,21.637189,0.8928,0.4274,0.5304,1750.80,2.625
762,3121152,21.750885,0.5053,0.4014,0.5039,1644.05,8.125
763,3125248,21.936617,0.7596,0.4143,0.5339,1697.12,5.5
764,3129344,21.845395,0.3107,0.3557,0.5016,1456.97,5.25
765,3133440,21.774650,0.4510,0.4787,0.5318,1960.76,5.375
766,3137536,21.934920,0.4836,0.5064,0.5165,2074.30,8.25
767,3141632,21.925004,0.6228,0.5156,0.5559,2112.10,5.25
768,3145728,21.865316,0.9434,0.5740,0.5350,2351.23,7.625
769,3149824,21.772437,0.3454,0.4949,0.5402,2027.26,5.875
770,3153920,21.782475,0.7093,0.4532,0.5190,1856.41,8.25
771,3158016,21.793686,0.2562,0.4845,0.5261,1984.71,7.875
772,3162112,21.490774,0.4764,0.3717,0.4961,1522.64,13.375
773,3166208,21.508110,0.6852,0.4837,0.5272,1981.14,10.875
774,3170304,21.727835,0.5180,0.4704,0.5457,1926.91,2.75
775,3174400,22.017604,0.7935,0.5932,0.5851,2429.58,0.0
776,3178496,21.631298,0.6696,0.5779,0.5095,2367.12,8.25
777,3182592,21.214311,0.4502,0.5034,0.5256,2062.09,5.5
778,3186688,21.496000,0.3184,0.4383,0.5231,1795.22,13.5
779,3190784,21.672486,0.6537,0.5239,0.5500,2145.79,5.5
780,3194880,21.651647,0.4164,0.5083,0.5236,2081.98,10.75
781,3198976,21.462027,0.2976,0.4922,0.5233,2016.12,8.25
782,3203072,21.525996,0.4960,0.4007,0.4765,1641.07,10.75
783,3207168,21.701136,0.3084,0.4479,0.5043,1834.66,13.75
784,3211264,21.742376,0.7234,0.4824,0.5248,1975.85,8.0
785,3215360,22.115191,0.7073,0.5269,0.5202,2158.35,8.125
786,3219456,21.481791,0.6097,0.3915,0.5235,1603.55,7.375
787,3223552,21.992262,1.0403,0.4964,0.5442,2033.28,6.375
788,3227648,21.873166,0.4946,0.4621,0.4924,1892.94,10.625
789,3231744,22.161988,0.4512,0.6057,0.5316,2481.00,0.0
790,3235840,22.169157,0.4272,0.4982,0.5145,2040.66,13.75
791,3239936,21.745169,0.8220,0.5195,0.5252,2127.85,7.5
792,3244032,21.740521,0.3600,0.2993,0.4629,1226.10,8.75
793,3248128,21.518714,0.4112,0.5006,0.5184,2050.45,7.75
794,3252224,21.400131,0.6208,0.3416,0.5113,1399.22,5.875
795,3256320,21.546910,0.5473,0.5314,0.5306,2176.70,2.75
796,3260416,21.917134,0.2653,0.4350,0.5127,1781.61,13.75
797,3264512,22.122731,0.6480,0.5121,0.5617,2097.49,2.75
798,3268608,22.071643,0.9390,0.6045,0.5401,2475.94,11.25
799,3272704,21.580522,0.5552,0.3589,0.5027,1470.06,5.25
800,3276800,21.788032,0.6072,0.4786,0.5332,1960.45,8.125
801,3280896,21.813075,0.6119,0.5996,0.5328,2456.06,5.375
