Process,Episodes,Time,Steps,TotalReward,EpisodeLength,Loss,gamemode,status,lives
Process,Episodes,Time,Steps,TotalReward,EpisodeLength,Loss,gamemode,status,lives
Process,Episodes,Time,Steps,TotalReward,EpisodeLength,Loss,gamemode,status,lives
Process,Episodes,Time,Steps,TotalReward,EpisodeLength,Loss,gamemode,status,lives
Process,Episodes,Time,Steps,TotalReward,EpisodeLength,Loss,gamemode,status,lives
3,1085,0.015424251556396484,8338338,454.0,1153,-20.261770859360695,1,0,1
4,1047,0.029098033905029297,8354074,823.0,4057,-71.90641258656979,1,0,1
2,206,0.052964210510253906,8354122,297.0,9814,-176.73247370123863,1,0,1
3,1086,0.08409976959228516,8358883,663.0,4131,-74.59567123651505,1,0,1
1,218,0.05683732032775879,8359068,302.0,9818,-176.41509029269218,1,0,1
3,1087,0.12207579612731934,8360706,128.0,383,-6.436817765235901,1,0,1
3,1088,0.11768007278442383,8362574,128.0,382,-7.105786919593811,1,0,1
1,219,0.036149024963378906,8362893,336.0,761,-13.59653089940548,1,0,1
3,1089,0.13654446601867676,8364493,128.0,377,-6.267059773206711,1,0,1
3,1090,0.03887128829956055,8375670,400.0,2213,-39.67112472653389,1,0,1
3,1091,0.06187891960144043,8377692,119.0,371,-6.751713514328003,1,0,1
4,1048,0.03584742546081543,8378123,372.0,4811,-85.87499636411667,1,0,1
1,220,0.13589954376220703,8383220,436.0,4089,-73.07708990573883,1,0,1
0,221,0.1142423152923584,8383946,353.0,9837,-176.87221655249596,1,0,1
3,1092,0.1197671890258789,8383949,613.0,1241,-22.866473138332367,1,0,1
4,1049,0.07029867172241211,8384673,617.0,1275,-22.98166161775589,1,0,1
1,221,0.07611799240112305,8385102,116.0,377,-6.687169253826141,1,0,1
4,1050,0.14421629905700684,8395590,761.0,2190,-39.41670048236847,1,0,1
4,1051,0.0735938549041748,8401764,403.0,1223,-22.11673727631569,1,0,1
2,207,0.059157609939575195,8402948,286.0,9820,-176.52471289038658,1,0,1
4,1052,0.07827877998352051,8414100,628.0,2468,-45.36500263214111,1,0,1
3,1093,0.18865609169006348,8414491,613.0,6140,-109.18445312976837,1,0,1
3,1094,0.15322160720825195,8424447,372.0,1983,-35.25745612382889,1,0,1
4,1053,0.18707060813903809,8426267,504.0,2443,-43.4094877243042,1,0,1
3,1095,0.21032214164733887,8429766,393.0,1049,-18.903969049453735,1,0,1
3,1096,0.09210038185119629,8431733,128.0,383,-6.045405387878418,1,0,1
0,222,0.06408357620239258,8433147,290.0,9820,-175.8224439918995,1,0,1
3,1097,0.1102597713470459,8433688,130.0,384,-7.22038796544075,1,0,1
1,222,0.05892777442932129,8434133,394.0,9821,-174.56527119874954,1,0,1
4,1054,0.16533946990966797,8434459,527.0,1638,-29.006226778030396,1,0,1
3,1098,0.008873939514160156,8437351,378.0,751,-14.152101518586278,1,0,1
2,208,0.05694746971130371,8452188,431.0,9817,-176.92867282032967,1,0,1
3,1099,0.024184465408325195,8453646,671.0,3256,-57.717365093529224,1,0,1
2,209,0.16144680976867676,8454123,124.0,387,-7.170616388320923,1,0,1
4,1055,0.03891873359680176,8454960,650.0,4111,-72.66441804170609,1,0,1
4,1056,0.08960580825805664,8461993,511.0,1383,-25.060191750526428,1,0,1
0,223,0.05404043197631836,8482341,341.0,9816,-175.63464438915253,1,0,1
1,223,0.050342559814453125,8483300,277.0,9816,-175.94056180119514,1,0,1
4,1057,0.10745906829833984,8490588,669.0,5739,-102.37039959430695,1,0,1
3,1100,0.09359383583068848,8495058,803.0,8335,-148.94134920835495,1,0,1
4,1058,0.034043073654174805,8495659,467.0,1011,-18.45652948319912,1,0,1
3,1101,0.03126692771911621,8496850,109.0,359,-6.599686622619629,1,0,1
2,210,0.06092572212219238,8502883,329.0,9820,-176.36766383051872,1,0,1
4,1059,0.06441259384155273,8503108,487.0,1469,-25.691617399454117,1,0,1
3,1102,0.014509201049804688,8505039,395.0,1603,-28.36461617797613,1,0,1
3,1103,0.07933759689331055,8506865,117.0,371,-6.9328069388866425,1,0,1
4,1060,0.15218234062194824,8513247,399.0,2041,-36.725982666015625,1,0,1
4,1061,0.07746362686157227,8515180,122.0,375,-6.979324996471405,1,0,1
4,1062,0.020867109298706055,8520012,361.0,955,-16.753817856311798,1,0,1
3,1104,0.0789644718170166,8526410,432.0,3927,-70.11554995179176,1,0,1
0,224,0.04877161979675293,8531814,274.0,9816,-176.08924439549446,1,0,1
1,224,0.07073497772216797,8532317,330.0,9820,-177.0400891304016,1,0,1
3,1105,0.07019424438476562,8539250,749.0,2575,-46.73777648806572,1,0,1
4,1063,0.029842138290405273,8539888,488.0,4009,-71.27711001038551,1,0,1
3,1106,0.05051684379577637,8541160,117.0,365,-6.249468207359314,1,0,1
4,1064,0.07010698318481445,8544901,386.0,975,-16.83086833357811,1,0,1
3,1107,0.04043984413146973,8546327,388.0,1013,-18.474665820598602,1,0,1
4,1065,0.017475366592407227,8548156,346.0,655,-11.863697670400143,1,0,1
3,1108,0.17242741584777832,8551522,393.0,1040,-18.86841720342636,1,0,1
2,211,0.05215620994567871,8551646,443.0,9816,-175.52568671107292,1,0,1
4,1066,0.026974916458129883,8556043,449.0,1607,-28.717600896954536,1,0,1
4,1067,0.07558441162109375,8557921,125.0,378,-6.601529479026794,1,0,1
4,1068,0.06775236129760742,8564328,357.0,1273,-22.744355976581573,1,0,1
3,1109,0.1273810863494873,8566394,740.0,2994,-53.60472369194031,1,0,1
3,1110,0.20299243927001953,8572080,568.0,1146,-20.639192044734955,1,0,1
3,1111,0.20770001411437988,8576785,370.0,949,-17.079660713672638,1,0,1
3,1112,0.20372986793518066,8580277,330.0,697,-12.761946618556976,1,0,1
0,225,0.06968998908996582,8581144,296.0,9825,-176.1980321407318,1,0,1
1,225,0.056105852127075195,8581604,409.0,9819,-176.43431237339973,1,0,1
3,1113,0.03716325759887695,8585498,459.0,1063,-19.066813334822655,1,0,1
3,1114,0.07061600685119629,8592360,777.0,1373,-24.138719856739044,1,0,1
4,1069,0.05541348457336426,8597036,797.0,6569,-117.58300566673279,1,0,1
3,1115,0.18219375610351562,8598124,477.0,1143,-20.66568833589554,1,0,1
3,1116,0.11832714080810547,8600062,134.0,388,-7.0478140115737915,1,0,1
2,212,0.051167964935302734,8600677,346.0,9817,-175.7548553943634,1,0,1
2,213,0.05103158950805664,8602646,110.0,365,-7.176930323243141,1,0,1
3,1117,0.04739642143249512,8606350,370.0,1265,-22.545618295669556,1,0,1
3,1118,0.13954806327819824,8611649,621.0,1040,-18.632673144340515,1,0,1
4,1070,0.05929827690124512,8617284,796.0,4071,-72.18253529071808,1,0,1
4,1071,0.06064939498901367,8621260,373.0,769,-13.868891507387161,1,0,1
0,226,0.04537463188171387,8630189,331.0,9815,-176.43852171301842,1,0,1
1,226,0.09510540962219238,8630757,323.0,9827,-175.92119762301445,1,0,1
3,1119,0.1895909309387207,8631338,307.0,3943,-70.6836045384407,1,0,1
4,1072,0.16549992561340332,8633064,811.0,2341,-41.85512888431549,1,0,1
3,1120,0.014631271362304688,8637290,623.0,1203,-21.452614296227694,1,0,1
4,1073,0.1549685001373291,8637506,409.0,889,-16.80020034313202,1,0,1
3,1121,0.04420661926269531,8639303,113.0,365,-5.978035315871239,1,0,1
4,1074,0.2101116180419922,8645171,610.0,1549,-28.19598537683487,1,0,1
3,1122,0.038720130920410156,8646504,639.0,1412,-24.609201461076736,1,0,1
4,1075,0.16908693313598633,8648623,363.0,690,-12.319916903972626,1,0,1
2,214,0.15209197998046875,8650864,375.0,9691,-172.84782803058624,1,0,1
3,1123,0.09317660331726074,8651084,341.0,885,-15.460833072662354,1,0,1
4,1076,0.012637138366699219,8656870,714.0,1652,-29.80154412612319,1,0,1
3,1124,0.05121874809265137,8660432,548.0,1863,-32.4132245182991,1,0,1
4,1077,0.1564788818359375,8666563,606.0,1934,-34.753389090299606,1,0,1
3,1125,0.027352094650268555,8666932,722.0,1308,-23.2144608348608,1,0,1
4,1078,0.04858040809631348,8668427,115.0,367,-6.897821545600891,1,0,1
4,1079,0.06932711601257324,8675936,855.0,1473,-26.11360889673233,1,0,1
3,1126,0.050357818603515625,8677110,804.0,2015,-36.34568655490875,1,0,1
0,227,0.06523561477661133,8679110,289.0,9823,-176.4312472641468,1,0,1
1,227,0.054038047790527344,8679584,275.0,9818,-176.37898191809654,1,0,1
4,1080,0.14287519454956055,8680643,368.0,941,-16.64665538072586,1,0,1
4,1081,0.019797801971435547,8685672,470.0,1005,-17.965406477451324,1,0,1
3,1127,0.10302472114562988,8686802,794.0,1934,-35.02915149927139,1,0,1
4,1082,0.012740135192871094,8689168,334.0,703,-12.21821839734912,1,0,1
4,1083,0.1395246982574463,8694365,381.0,1035,-18.10034853219986,1,0,1
3,1128,0.18117213249206543,8696731,633.0,1989,-35.757460951805115,1,0,1
2,215,0.07001686096191406,8699716,315.0,9815,-176.81871351599693,1,0,1
4,1084,0.04064059257507324,8699938,442.0,1107,-19.33077196776867,1,0,1
3,1129,0.20169425010681152,8699946,342.0,645,-11.437989056110382,1,0,1
3,1130,0.07683944702148438,8701856,128.0,377,-6.725779414176941,1,0,1
4,1085,0.04199075698852539,8705248,474.0,1061,-18.611172392964363,1,0,1
3,1131,0.07976007461547852,8711481,364.0,1923,-34.04282134771347,1,0,1
4,1086,0.14331793785095215,8713573,343.0,1636,-29.725970685482025,1,0,1
3,1132,0.19355058670043945,8714957,350.0,693,-12.65954440832138,1,0,1
4,1087,0.12650752067565918,8715508,129.0,382,-6.867163896560669,1,0,1
4,1088,0.08673381805419922,8717342,128.0,375,-6.659445911645889,1,0,1
3,1133,0.0495452880859375,8720054,468.0,1017,-18.058210879564285,1,0,1
4,1089,0.04641413688659668,8721907,333.0,915,-16.344462603330612,1,0,1
3,1134,0.11366391181945801,8722006,127.0,382,-7.005132734775543,1,0,1
4,1090,0.11097121238708496,8723828,127.0,381,-6.657793015241623,1,0,1
3,1135,0.11261987686157227,8723830,127.0,381,-6.6446705758571625,1,0,1
0,228,0.04807686805725098,8728289,288.0,9816,-176.1908197402954,1,0,1
1,228,0.14355731010437012,8728857,294.0,9820,-176.96927177906036,1,0,1
4,1091,0.09508657455444336,8735137,667.0,2277,-41.60246706008911,1,0,1
3,1136,0.1993236541748047,8735966,822.0,2445,-43.413272857666016,1,0,1
3,1137,0.10611438751220703,8737866,118.0,371,-7.011114120483398,1,0,1
4,1092,0.013956069946289062,8740345,589.0,1053,-18.368009448051453,1,0,1
3,1138,0.13586211204528809,8744911,632.0,1386,-25.261551439762115,1,0,1
2,216,0.09119725227355957,8748550,316.0,9821,-176.3687673509121,1,0,1
3,1139,0.12662482261657715,8749834,363.0,973,-16.91117149591446,1,0,1
3,1140,0.06423306465148926,8751859,126.0,373,-7.517218977212906,1,0,1
4,1093,0.09231114387512207,8753407,825.0,2631,-46.58230459690094,1,0,1
3,1141,0.07770419120788574,8757845,592.0,1177,-20.831634551286697,1,0,1
3,1142,0.02649402618408203,8771146,479.0,2657,-47.72530825436115,1,0,1
0,229,0.05709505081176758,8777429,280.0,9818,-176.1403250694275,1,0,1
1,229,0.05241560935974121,8777902,329.0,9816,-175.84220016002655,1,0,1
3,1143,0.1820693016052246,8778278,569.0,1391,-25.113732635974884,1,0,1
0,230,0.02838587760925293,8779491,139.0,409,-7.581747978925705,1,0,1
3,1144,0.06086897850036621,8780164,116.0,369,-6.4961978495121,1,0,1
0,231,0.1948537826538086,8781394,131.0,395,-7.828766405582428,1,0,1
3,1145,0.08962035179138184,8787958,746.0,1580,-27.836179196834564,1,0,1
3,1146,0.010503292083740234,8792991,431.0,1001,-18.92331283260137,1,0,1
2,217,0.059874534606933594,8797360,277.0,9820,-176.1637004315853,1,0,1
3,1147,0.10720419883728027,8799437,353.0,1289,-22.43671405315399,1,0,1
4,1094,0.05823111534118652,8802320,369.0,9820,-175.00831145048141,1,0,1
3,1148,0.04064774513244629,8802777,321.0,663,-11.950790464878082,1,0,1
4,1095,0.10000109672546387,8807673,563.0,1072,-18.73816892504692,1,0,1
3,1149,0.08953642845153809,8808956,653.0,1212,-22.511909022927284,1,0,1
4,1096,0.05514168739318848,8811727,354.0,819,-14.276101857423782,1,0,1
3,1150,0.20699620246887207,8813711,348.0,947,-16.887376308441162,1,0,1
4,1097,0.015234231948852539,8817446,461.0,1153,-21.24309352040291,1,0,1
3,1151,0.1065976619720459,8818408,335.0,935,-16.91823297739029,1,0,1
4,1098,0.10043454170227051,8822643,345.0,1037,-18.431515276432037,1,0,1
3,1152,0.07374286651611328,8823320,467.0,975,-17.80221712589264,1,0,1
4,1099,0.08419513702392578,8826066,346.0,681,-12.880099654197693,1,0,1
1,230,0.05533266067504883,8826981,313.0,9819,-176.0081705749035,1,0,1
0,232,0.0481572151184082,8830430,285.0,9816,-175.42128729820251,1,0,1
3,1153,0.027778148651123047,8832342,410.0,1807,-31.85409764200449,1,0,1
2,218,0.062003374099731445,8846386,397.0,9821,-175.6905299425125,1,0,1
2,219,0.15085411071777344,8848407,135.0,393,-7.0600796937942505,1,0,1
4,1100,0.06301188468933105,8850804,335.0,4971,-90.1526706814766,1,0,1
3,1154,0.17337822914123535,8858118,821.0,5190,-94.00239568948746,1,0,1
1,231,0.05459117889404297,8876195,309.0,9816,-176.27278855443,1,0,1
3,1155,0.08884000778198242,8877502,574.0,3881,-68.99858698248863,1,0,1
0,233,0.05778670310974121,8879895,322.0,9820,-175.1907395720482,1,0,1
0,234,0.09427285194396973,8881955,122.0,385,-7.093914687633514,1,0,1
4,1101,0.014532327651977539,8889446,644.0,7752,-137.49967944808304,1,0,1
